job_title,experience,location,vacancy_id,source_site,link,min_salary,max_salary,currency,employer,employer_page
Экономист-аналитик,Опыт от 3 до 6 лет,Москва,83576386,https://hh.ru,https://hh.ru/vacancy/83576386?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,ООО Принт-Эдженси,https://hh.ru/employer/2471945?hhtmFrom=vacancy_search_list
Ведущий Аналитик/Data scientis в консалтинг,Опыт от 1 года до 3 лет,Москва,81644482,https://hh.ru,https://hh.ru/vacancy/81644482?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,90000.0,,RUB,ООО БСТ Менеджмент-Консалтинг,https://hh.ru/employer/2724615?hhtmFrom=vacancy_search_list
Маркетолог (маркейтплейс),Опыт от 1 года до 3 лет,Москва,83648932,https://hh.ru,https://hh.ru/vacancy/83648932?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,ИП Алмазбеков Маратбек Алмазбекович,https://hh.ru/employer/9839637?hhtmFrom=vacancy_search_list
Ведущий портфельный аналитик,Опыт от 1 года до 3 лет,Москва,84423834,https://hh.ru,https://hh.ru/vacancy/84423834?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,IDF Eurasia,https://hh.ru/employer/1191643?hhtmFrom=vacancy_search_list
Product-менеджер (развитие платформы),Опыт от 1 года до 3 лет,Москва,83829675,https://hh.ru,https://hh.ru/vacancy/83829675?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,150000.0,RUB,VELES.FINANCE,https://hh.ru/employer/5780169?hhtmFrom=vacancy_search_list
Аналитик товародвижения/Категорийный менеджер,Опыт от 3 до 6 лет,"Москва, Калужская",84431462,https://hh.ru,https://hh.ru/vacancy/84431462?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,150000.0,,RUB,Кадровое Агентство Уникальных Специалистов,https://hh.ru/employer/98302?hhtmFrom=vacancy_search_list
Бизнес/Системный аналитик,Опыт от 1 года до 3 лет,"Москва, Сокольники",83164208,https://hh.ru,https://hh.ru/vacancy/83164208?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,B2B-Center,https://hh.ru/employer/28275?hhtmFrom=vacancy_search_list
Аналитик-консультант 1С,Опыт от 3 до 6 лет,"Москва, Депо и еще 2 ",83085478,https://hh.ru,https://hh.ru/vacancy/83085478?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,150000.0,200000.0,RUB,ООО ЛОГИКА СИСТЕМС,https://hh.ru/employer/1777295?hhtmFrom=vacancy_search_list
Системный аналитик (junior),Опыт от 1 года до 3 лет,"Москва, Крылатское",82939225,https://hh.ru,https://hh.ru/vacancy/82939225?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,ASTERUS (ООО ВХД Менеджмент),https://hh.ru/employer/3879789?hhtmFrom=vacancy_search_list
Ведущий системный аналитик / IT Аналитик (IP-ШЛЮЗ),Опыт от 3 до 6 лет,Москва,84017213,https://hh.ru,https://hh.ru/vacancy/84017213?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,СИГМА,https://hh.ru/employer/238161?hhtmFrom=vacancy_search_list
Системный аналитик - senior (удаленно),Опыт более 6 лет,Москва,83141514,https://hh.ru,https://hh.ru/vacancy/83141514?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Эргос и Логос,https://hh.ru/employer/5598314?hhtmFrom=vacancy_search_list
Экономист-аналитик,Опыт от 3 до 6 лет,"Москва, Строгино",84358931,https://hh.ru,https://hh.ru/vacancy/84358931?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,80500.0,80500.0,RUB,Некоммерческая организация Фонд развития индустрии переработки отходов в Московской области,https://hh.ru/employer/5898383?hhtmFrom=vacancy_search_list
Системный аналитик CRM/BPM (стажер),Без опыта,Москва,84438265,https://hh.ru,https://hh.ru/vacancy/84438265?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,40000.0,,RUB,Nobilis.Team,https://hh.ru/employer/3304125?hhtmFrom=vacancy_search_list
Бизнес-аналитик [Garnet],Опыт от 3 до 6 лет,Москва,84513071,https://hh.ru,https://hh.ru/vacancy/84513071?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,"ПАО «МТС», Digital",https://hh.ru/employer/3776?dpt=mts-3776-it&hhtmFrom=vacancy_search_list
"Продукт менеджер/Web-аналитик, работа из дома",Опыт от 1 года до 3 лет,Москва,84363611,https://hh.ru,https://hh.ru/vacancy/84363611?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,100000.0,RUB,ИП Веренич Дмитрий Сергеевич,https://hh.ru/employer/10130570?hhtmFrom=vacancy_search_list
"Менеджер маркетплейсов - Маркетолог (wildberries, ozon). УДАЛЕННО",Без опыта,Москва,84026546,https://hh.ru,https://hh.ru/vacancy/84026546?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,30000.0,100000.0,RUB,ИП Бурдук Андрей Дмитриевич,https://hh.ru/employer/6066349?hhtmFrom=vacancy_search_list
Аналитик SQL/SAS,Опыт от 1 года до 3 лет,"Москва, Крестьянская застава и еще 1 ",84482599,https://hh.ru,https://hh.ru/vacancy/84482599?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Почта Банк,https://hh.ru/employer/1049556?hhtmFrom=vacancy_search_list
Web аналитик,Опыт от 3 до 6 лет,Москва,83636823,https://hh.ru,https://hh.ru/vacancy/83636823?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,ООО Цифра Брокер,https://hh.ru/employer/577705?hhtmFrom=vacancy_search_list
Менеджер маркетплейсов,Опыт от 1 года до 3 лет,Москва,83969023,https://hh.ru,https://hh.ru/vacancy/83969023?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,ИП Юшкевич Анастасия Сергеевна,https://hh.ru/employer/5504937?hhtmFrom=vacancy_search_list
Специалист по ценообразованию/Pricing Specialist,Опыт от 3 до 6 лет,"Москва, Полежаевская и еще 1 ",83829568,https://hh.ru,https://hh.ru/vacancy/83829568?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Lamoda,https://hh.ru/employer/780654?hhtmFrom=vacancy_search_list
Аналитик-консультант 1С,Опыт от 3 до 6 лет,Москва,83106604,https://hh.ru,https://hh.ru/vacancy/83106604?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,160000.0,190000.0,RUB,ООО ВИАНТ,https://hh.ru/employer/4511008?hhtmFrom=vacancy_search_list
Финансовый аналитик,Опыт от 3 до 6 лет,"Москва, Беляево",84484891,https://hh.ru,https://hh.ru/vacancy/84484891?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Инженерная Геология,https://hh.ru/employer/749605?hhtmFrom=vacancy_search_list
Руководитель группы аналитики,Опыт от 3 до 6 лет,"Москва, Курская",81837589,https://hh.ru,https://hh.ru/vacancy/81837589?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Онлайн-школа Тетрика,https://hh.ru/employer/3731347?hhtmFrom=vacancy_search_list
Аналитик социальных медиа,Опыт от 1 года до 3 лет,Москва,84367057,https://hh.ru,https://hh.ru/vacancy/84367057?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,ГРУППА ИМА,https://hh.ru/employer/12573?hhtmFrom=vacancy_search_list
Business / System Analyst,Опыт от 1 года до 3 лет,"Москва, Новокузнецкая и еще 2 ",84221195,https://hh.ru,https://hh.ru/vacancy/84221195?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,UBIC,https://hh.ru/employer/3819413?hhtmFrom=vacancy_search_list
Системный аналитик/low-code,Опыт от 1 года до 3 лет,Москва,82245521,https://hh.ru,https://hh.ru/vacancy/82245521?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,ООО Гудфокаст,https://hh.ru/employer/2782259?hhtmFrom=vacancy_search_list
Руководитель/Аналитик товародвижения,Опыт от 3 до 6 лет,"Москва, Калитники и еще 3 ",80337278,https://hh.ru,https://hh.ru/vacancy/80337278?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,post. post. scriptum,https://hh.ru/employer/4278266?hhtmFrom=vacancy_search_list
Инвестиционный аналитик,Опыт от 1 года до 3 лет,Москва,83452816,https://hh.ru,https://hh.ru/vacancy/83452816?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,АО МИР,https://hh.ru/employer/1469231?hhtmFrom=vacancy_search_list
Специалист по управленческой отчетности,Опыт от 3 до 6 лет,Москва,84473476,https://hh.ru,https://hh.ru/vacancy/84473476?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Туту.ру,https://hh.ru/employer/5325?hhtmFrom=vacancy_search_list
BI-аналитик (Power BI),Опыт от 3 до 6 лет,"Москва, Римская",84414186,https://hh.ru,https://hh.ru/vacancy/84414186?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Битрикс24,https://hh.ru/employer/129044?hhtmFrom=vacancy_search_list
Системный аналитик (senior),Опыт от 3 до 6 лет,"Москва, Мичуринский проспект и еще 3 ",83012756,https://hh.ru,https://hh.ru/vacancy/83012756?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,НИИ Восход,https://hh.ru/employer/154761?hhtmFrom=vacancy_search_list
Аналитик DLP,Опыт от 3 до 6 лет,"Москва, Деловой центр и еще 2 ",84379329,https://hh.ru,https://hh.ru/vacancy/84379329?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Норникель,https://hh.ru/employer/740?hhtmFrom=vacancy_search_list
Аналитик 1С,Опыт от 1 года до 3 лет,"Москва, Беговая",81957829,https://hh.ru,https://hh.ru/vacancy/81957829?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,ООО ИК СИБИНТЕК,https://hh.ru/employer/197135?hhtmFrom=vacancy_search_list
Middle Product Analyst,Опыт от 1 года до 3 лет,"Москва, Нахимовский проспект",84362023,https://hh.ru,https://hh.ru/vacancy/84362023?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,230000.0,,RUB,L’etoile Digital,https://hh.ru/employer/5333428?hhtmFrom=vacancy_search_list
Менеджер по внутренней рекламе на Wildberries (удаленно) / Специалист по внутренней рекламе,Без опыта,Москва,84258742,https://hh.ru,https://hh.ru/vacancy/84258742?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,20000.0,,RUB,ИП Поликарпов Антон Юрьевич,https://hh.ru/employer/5890756?hhtmFrom=vacancy_search_list
Системный аналитик,Опыт от 1 года до 3 лет,Москва,79536983,https://hh.ru,https://hh.ru/vacancy/79536983?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,ООО Интермобилити,https://hh.ru/employer/3698337?hhtmFrom=vacancy_search_list
Аналитик СМИ,Опыт от 1 года до 3 лет,Москва,82086240,https://hh.ru,https://hh.ru/vacancy/82086240?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,ГКУ Инфогород,https://hh.ru/employer/2427329?hhtmFrom=vacancy_search_list
Системный аналитик,Опыт от 1 года до 3 лет,"Москва, Краснопресненская и еще 1 ",84451651,https://hh.ru,https://hh.ru/vacancy/84451651?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,YADRO,https://hh.ru/employer/1993194?hhtmFrom=vacancy_search_list
Стажер-Аналитик трендов в AI,Без опыта,Москва,84441501,https://hh.ru,https://hh.ru/vacancy/84441501?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof&hhtmFrom=vacancy_search_list
Системный аналитик,Опыт от 3 до 6 лет,Москва,83044746,https://hh.ru,https://hh.ru/vacancy/83044746?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,ООО Моризо Диджитал,https://hh.ru/employer/1035255?hhtmFrom=vacancy_search_list
Системный аналитик (Сириус),Опыт от 3 до 6 лет,Москва,84373013,https://hh.ru,https://hh.ru/vacancy/84373013?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,"Иннотех, Группа компаний",https://hh.ru/employer/4649269?hhtmFrom=vacancy_search_list
Аналитик отдела продаж (помощник руководителя),Опыт от 1 года до 3 лет,"Москва, Прокшино",83412243,https://hh.ru,https://hh.ru/vacancy/83412243?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,60000.0,80000.0,RUB,ООО Спеццентр,https://hh.ru/employer/1320302?hhtmFrom=vacancy_search_list
Системный аналитик,Опыт от 3 до 6 лет,Москва,84343869,https://hh.ru,https://hh.ru/vacancy/84343869?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Неофлекс,https://hh.ru/employer/22494?hhtmFrom=vacancy_search_list
Product manager / Business analyst,Опыт от 3 до 6 лет,"Москва, Белорусская и еще 1 ",80896381,https://hh.ru,https://hh.ru/vacancy/80896381?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,150000.0,220000.0,RUB,Mindbox,https://hh.ru/employer/205152?hhtmFrom=vacancy_search_list
Аналитик товарных запасов,Опыт от 1 года до 3 лет,"Москва, Калужская",84490166,https://hh.ru,https://hh.ru/vacancy/84490166?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,DOT GROUP,https://hh.ru/employer/2836008?hhtmFrom=vacancy_search_list
Ведущий системный аналитик /Тимлид,Опыт от 3 до 6 лет,Москва,84504296,https://hh.ru,https://hh.ru/vacancy/84504296?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,WeMakeTeam,https://hh.ru/employer/4334427?hhtmFrom=vacancy_search_list
Системный аналитик (специалист по анализу цифровых проектов),Опыт от 1 года до 3 лет,Москва,84354219,https://hh.ru,https://hh.ru/vacancy/84354219?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,150000.0,RUB,Кадровое агентство АНО РСВ,https://hh.ru/employer/9286719?hhtmFrom=vacancy_search_list
Аналитик 1С,Опыт от 3 до 6 лет,Москва,84443322,https://hh.ru,https://hh.ru/vacancy/84443322?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,ПАО Газпром автоматизация,https://hh.ru/employer/903111?hhtmFrom=vacancy_search_list
Бизнес-аналитик (Управление внешней дистрибуции),Опыт от 3 до 6 лет,Москва,84506157,https://hh.ru,https://hh.ru/vacancy/84506157?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof&hhtmFrom=vacancy_search_list
Ведущий аналитик по оптимизации бизнес процессов,Опыт от 3 до 6 лет,"Москва, Рязанский проспект и еще 1 ",84053976,https://hh.ru,https://hh.ru/vacancy/84053976?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Blacktyres,https://hh.ru/employer/2398082?hhtmFrom=vacancy_search_list
Системный аналитик,Опыт от 3 до 6 лет,Москва,84418242,https://hh.ru,https://hh.ru/vacancy/84418242?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,ООО Центр Новых Финансовых Сервисов,https://hh.ru/employer/9475078?hhtmFrom=vacancy_search_list
Системный аналитик в Тинькофф.Топливо,Опыт от 3 до 6 лет,Москва,84122620,https://hh.ru,https://hh.ru/vacancy/84122620?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Тинькофф,https://hh.ru/employer/78638?hhtmFrom=vacancy_search_list
Системный аналитик (онлайн-кинотеатр viju),Опыт от 3 до 6 лет,Москва,84371391,https://hh.ru,https://hh.ru/vacancy/84371391?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,ООО Виасат Тех,https://hh.ru/employer/5856000?hhtmFrom=vacancy_search_list
Web-аналитик / Интернет-маркетолог (офис),Опыт от 1 года до 3 лет,Москва,81014327,https://hh.ru,https://hh.ru/vacancy/81014327?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,110000.0,RUB,1001 Тур,https://hh.ru/employer/71895?hhtmFrom=vacancy_search_list
Финансовый аналитик,Опыт от 3 до 6 лет,Москва,83339189,https://hh.ru,https://hh.ru/vacancy/83339189?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,200000.0,RUB,Factory5,https://hh.ru/employer/4414552?hhtmFrom=vacancy_search_list
System Analyst,Опыт от 3 до 6 лет,Москва,84325454,https://hh.ru,https://hh.ru/vacancy/84325454?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Digital Spirit,https://hh.ru/employer/4217204?hhtmFrom=vacancy_search_list
Начальник отдела аналитики (Team Lead Analytics),Опыт от 3 до 6 лет,Москва,84008426,https://hh.ru,https://hh.ru/vacancy/84008426?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,"Красная Поляна, НАО",https://hh.ru/employer/1124351?dpt=1124351-1124351-red&hhtmFrom=vacancy_search_list
Business analyst (Vietnam),Опыт от 1 года до 3 лет,Москва,80774761,https://hh.ru,https://hh.ru/vacancy/80774761?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,2000.0,,USD,Finstar Financial Group,https://hh.ru/employer/180028?hhtmFrom=vacancy_search_list
Бизнес - аналитик в команду “Специальные витрины данных”,Опыт от 3 до 6 лет,Москва,80500541,https://hh.ru,https://hh.ru/vacancy/80500541?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,"ПАО ВТБ, Технологический блок",https://hh.ru/employer/4181?dpt=vtb-4181-teh&hhtmFrom=vacancy_search_list
Ведущий финансовый аналитик,Опыт от 3 до 6 лет,"Москва, Ботанический сад и еще 1 ",84481872,https://hh.ru,https://hh.ru/vacancy/84481872?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,ООО Поляна,https://hh.ru/employer/1397165?hhtmFrom=vacancy_search_list
Системный аналитик,Опыт от 3 до 6 лет,Москва,84510429,https://hh.ru,https://hh.ru/vacancy/84510429?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,IBS,https://hh.ru/employer/139?hhtmFrom=vacancy_search_list
Финансовый аналитик курьерки в Маркет,Опыт от 1 года до 3 лет,"Москва, Арбатская и еще 2 ",84382016,https://hh.ru,https://hh.ru/vacancy/84382016?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Яндекс,https://hh.ru/employer/1740?hhtmFrom=vacancy_search_list
Специалист по управлению проектами,Без опыта,Москва,83184983,https://hh.ru,https://hh.ru/vacancy/83184983?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,АО Инженерный Центр Икар,https://hh.ru/employer/1793?hhtmFrom=vacancy_search_list
Middle Data Analyst (Кредитный рейтинг),Опыт от 1 года до 3 лет,"Москва, Площадь Ильича и еще 1 ",84415180,https://hh.ru,https://hh.ru/vacancy/84415180?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Сравни,https://hh.ru/employer/560786?hhtmFrom=vacancy_search_list
Системный аналитик (CRM MS Dynamics),Опыт от 3 до 6 лет,Москва,83771213,https://hh.ru,https://hh.ru/vacancy/83771213?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Группа Самолет,https://hh.ru/employer/1102601?hhtmFrom=vacancy_search_list
Экономист-аналитик,Опыт от 1 года до 3 лет,Москва,84447601,https://hh.ru,https://hh.ru/vacancy/84447601?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,ФГБУ ФЦМН ФМБА РОССИИ,https://hh.ru/employer/4449780?hhtmFrom=vacancy_search_list
Младший Специалист по прогнозированию и пополнению товарного запаса,Опыт от 1 года до 3 лет,Москва,84454805,https://hh.ru,https://hh.ru/vacancy/84454805?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,"X5 GROUP, Import",https://hh.ru/employer/4233?dpt=retail-4233-import&hhtmFrom=vacancy_search_list
Трейд-маркетолог,Опыт от 1 года до 3 лет,"Москва, Таганская",80584684,https://hh.ru,https://hh.ru/vacancy/80584684?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,100000.0,,RUB,ООО Трейдберри,https://hh.ru/employer/2443495?hhtmFrom=vacancy_search_list
Системный аналитик по автоматизации бизнес-процессов,Опыт от 3 до 6 лет,Москва,81960672,https://hh.ru,https://hh.ru/vacancy/81960672?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Группа Самолет,https://hh.ru/employer/1102601?hhtmFrom=vacancy_search_list
System analyst,Опыт от 3 до 6 лет,"Москва, Выставочная и еще 1 ",83409894,https://hh.ru,https://hh.ru/vacancy/83409894?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,BORK,https://hh.ru/employer/1183811?hhtmFrom=vacancy_search_list
Инвестиционный аналитик в Дирекцию по инвестиционному анализу,Опыт от 3 до 6 лет,Москва,77851441,https://hh.ru,https://hh.ru/vacancy/77851441?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Группа Самолет,https://hh.ru/employer/1102601?hhtmFrom=vacancy_search_list
Экономист-аналитик,Опыт от 3 до 6 лет,"Москва, Строгино",83158740,https://hh.ru,https://hh.ru/vacancy/83158740?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,120000.0,RUB,ООО Строительно-производственная компания МЕГАПИР,https://hh.ru/employer/2285534?hhtmFrom=vacancy_search_list
Младший системный аналитик,Опыт от 1 года до 3 лет,Москва,82914067,https://hh.ru,https://hh.ru/vacancy/82914067?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,170000.0,RUB,Сбер. IT,https://hh.ru/employer/3529?dpt=3529-3529-it&hhtmFrom=vacancy_search_list
Аналитик (Риск изменений),Опыт от 1 года до 3 лет,Москва,84441888,https://hh.ru,https://hh.ru/vacancy/84441888?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof&hhtmFrom=vacancy_search_list
Системный аналитик (КЦР),Опыт от 1 года до 3 лет,Москва,76757687,https://hh.ru,https://hh.ru/vacancy/76757687?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Центр Методического Обеспечения Оптимизации Процессов Государственного Управления в Московской области,https://hh.ru/employer/3716085?hhtmFrom=vacancy_search_list
Менеджер по работе с Ozon,Опыт от 1 года до 3 лет,"Москва, Бунинская аллея",83302164,https://hh.ru,https://hh.ru/vacancy/83302164?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,100000.0,,RUB,ООО Гермес Групп,https://hh.ru/employer/1806408?hhtmFrom=vacancy_search_list
Marketing Data Analyst,Опыт от 1 года до 3 лет,Москва,84444169,https://hh.ru,https://hh.ru/vacancy/84444169?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,,,,Skyeng,https://hh.ru/employer/1122462?hhtmFrom=vacancy_search_list
Junior Product Manager,Опыт от 1 года до 3 лет,Москва,84438803,https://hh.ru,https://hh.ru/vacancy/84438803?from=vacancy_search_list&query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA,50000.0,60000.0,RUB,ООО Меркатус,https://hh.ru/employer/9152248?hhtmFrom=vacancy_search_list
